Symbol,Name,Outstanding,IPO Year,Sector,Industry
EXLS,ExlService Holdings Inc. Common Stock,165722045,2006,Technology,Retail: Computer Software & Peripheral Equipment
EXP,Eagle Materials Inc Common Stock,35431981,,Industrials,Building Materials
EXPD,Expeditors International of Washington Inc. Common Stock,147897176,,Consumer Discretionary,Oil Refining/Marketing
EXPE,Expedia Group Inc. Common Stock,143364631,,Consumer Discretionary,Transportation Services
EXPI,eXp World Holdings Inc. Common Stock,153588185,,Finance,Real Estate
EXPO,Exponent Inc. Common Stock,50848940,,Consumer Discretionary,Professional Services
EXPR,Express Inc. Common Stock,74592955,2010,Consumer Discretionary,Clothing/Shoe/Accessory Stores
EXR,Extra Space Storage Inc Common Stock,135049530,2004,Real Estate,Real Estate Investment Trusts
EXTR,Extreme Networks Inc. Common Stock,128997325,1999,Telecommunications,Computer Communications Equipment
EYE,National Vision Holdings Inc. Common Stock,78086741,2017,Health Care,Ophthalmic Goods
EYEN,Eyenovia Inc. Common Stock,38002964,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EYPT,EyePoint Pharmaceuticals Inc. Common Stock,34984044,,Health Care,Biotechnology: Pharmaceutical Preparations
EZFL,EzFill Holdings Inc. Common Stock,3600638,2021,Technology,EDP Services
EZGO,EZGO Technologies Ltd. Ordinary Shares,52060000,2021,Consumer Discretionary,Motor Vehicles
EZPW,EZCORP Inc. Class A Non Voting Common Stock,55071750,1991,Consumer Discretionary,Other Specialty Stores
F,Ford Motor Company Common Stock,4002225601,,Consumer Discretionary,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,-1,,Miscellaneous,Miscellaneous
F^C,Ford Motor Company 6% Notes due December 1 2059,-1,,Miscellaneous,Miscellaneous
F^D,Ford Motor Company 6.500% Notes due August 15 2062,-1,,Miscellaneous,Miscellaneous
FA,First Advantage Corporation Common Stock,145188675,2021,Consumer Discretionary,Business Services
FAF,First American Corporation (New) Common Stock,103086439,,Finance,Specialty Insurers
FAM,First Trust/abrdn Global Opportunity Income Fund Common Shares of Beneficial Interest,0,2006,Finance,Finance/Investors Services
FAMI,Farmmi Inc. Ordinary Shares,23910000,2018,Consumer Staples,Packaged Foods
FANG,Diamondback Energy Inc. Common Stock,178818422,2012,Energy,Oil & Gas Production
FANH,Fanhua Inc. American Depositary Shares,53642123,2007,Finance,Specialty Insurers
FARM,Farmer Brothers Company Common Stock,20098027,,Consumer Staples,Packaged Foods
FARO,FARO Technologies Inc. Common Stock,18949528,1997,Industrials,Industrial Machinery/Components
FAST,Fastenal Company Common Stock,571333004,1987,Consumer Discretionary,RETAIL: Building Materials
FAT,FAT Brands Inc. Class A Common Stock,16695513,2017,Consumer Discretionary,Restaurants
FATBB,FAT Brands Inc. Class B Common Stock,16695514,,Consumer Discretionary,Restaurants
FATBP,FAT Brands Inc. 8.25% Series B Cumulative Preferred Stock,16695513,,Consumer Discretionary,Restaurants
FATBW,FAT Brands Inc. Warrant,16695514,,Consumer Discretionary,Restaurants
FATE,Fate Therapeutics Inc. Common Stock,98562432,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,136383124,2021,Technology,Computer peripheral equipment
FATP,Fat Projects Acquisition Corp Class A Ordinary Share,0,2021,Consumer Discretionary,Restaurants
FATPW,Fat Projects Acquisition Corp Warrant,0,2021,Consumer Discretionary,Restaurants
FAX,abrdn Asia-Pacific Income Fund Inc. Common Stock,0,1986,Finance,Investment Managers
FAZE,FaZe Holdings Inc. Common Stock,75128817,2021,Industrials,Industrial Machinery/Components
FAZEW,FaZe Holdings Inc. Warrant,75128810,2021,Industrials,Industrial Machinery/Components
FBIN,Fortune Brands Innovations Inc. Common Stock,126890520,,Basic Materials,Forest Products
FBIO,Fortress Biotech Inc. Common Stock,134325474,,Health Care,Biotechnology: Pharmaceutical Preparations
FBIOP,Fortress Biotech Inc. 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock,134325500,,Health Care,Biotechnology: Pharmaceutical Preparations
FBIZ,First Business Financial Services Inc. Common Stock,8315464,,Finance,Major Banks
FBK,FB Financial Corporation Common Stock,46798638,2016,Finance,Major Banks
FBMS,First Bancshares Inc.,31095793,,Finance,Major Banks
FBNC,First Bancorp Common Stock,11086007,1987,Finance,Major Banks
FBP,First BanCorp. New Common Stock,11086007,,Finance,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,82210623,2021,Real Estate,Real Estate Investment Trusts
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,-1,,Miscellaneous,Miscellaneous
FBRX,Forte Biosciences Inc. Common Stock,21051195,2017,Health Care,Biotechnology: Pharmaceutical Preparations
FC,Franklin Covey Company Common Stock,13204327,,Consumer Discretionary,Other Consumer Services
FCAP,First Capital Inc. Common Stock,3359361,,Finance,Savings Institutions
FCBC,First Community Bankshares Inc. (VA) Common Stock,18788880,,Finance,Major Banks
FCCO,First Community Corporation Common Stock,7587509,,Finance,Major Banks
FCEL,FuelCell Energy Inc. Common Stock,406760628,,Energy,Industrial Machinery/Components
FCF,First Commonwealth Financial Corporation Common Stock,102890733,,Finance,Major Banks
FCFS,FirstCash Holdings Inc. Common Stock,45107912,1991,Consumer Discretionary,Other Specialty Stores
FCN,FTI Consulting Inc. Common Stock,34029357,1999,Consumer Discretionary,Professional Services
FCNCA,First Citizens BancShares Inc. Class A Common Stock,14520033,,Finance,Major Banks
FCNCO,First Citizens BancShares Inc. 5.625% Non-Cumulative Perpetual Preferred Stock Series C,14520033,,Finance,Major Banks
FCNCP,First Citizens BancShares Inc. Depositary Shares,14520034,,Finance,Major Banks
FCO,abrdn Global Income Fund Inc. Common Stock,0,1992,Finance,Investment Managers
FCPT,Four Corners Property Trust Inc. Common Stock,90565846,2015,Real Estate,Real Estate Investment Trusts
FCRX,Crescent Capital BDC Inc. 5.00% Notes due 2026,29922028,2023,Finance,Finance/Investors Services
FCT,First Trust Senior Floating Rate Income Fund II Common Shares of Beneficial Interest,0,2004,Finance,Finance Companies
FCUV,Focus Universal Inc. Common Stock,64821817,,Industrials,Industrial Machinery/Components
FCX,Freeport-McMoRan Inc. Common Stock,1433635626,,Basic Materials,Metal Mining
FDBC,Fidelity D & D Bancorp Inc. Common Stock,5665255,,Finance,Major Banks
FDEU,First Trust Dynamic Europe Equity Income Fund Common Shares of Beneficial Interest,0,2015,Finance,Trusts Except Educational Religious and Charitable
FDMT,4D Molecular Therapeutics Inc. Common Stock,42052979,2020,Health Care,Biotechnology: Pharmaceutical Preparations
FDP,Fresh Del Monte Produce Inc. Common Stock,48120186,1997,Consumer Staples,Farming/Seeds/Milling
FDS,FactSet Research Systems Inc. Common Stock,38319484,2000,Technology,Computer Software: Programming Data Processing
FDUS,Fidus Investment Corporation Common Stock,25316071,2011,Finance,Finance/Investors Services
FDX,FedEx Corporation Common Stock,251187241,,Consumer Discretionary,Air Freight/Delivery Services
FE,FirstEnergy Corp. Common Stock,573362380,,Utilities,Electric Utilities: Central
FEAM,5E Advanced Materials Inc. Common Stock,44149171,,Industrials,Major Chemicals
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,2123881,2017,Consumer Discretionary,Educational Services
FEI           ,First Trust MLP and Energy Income Fund Common Shares of Beneficial Interest,0,2012,Finance,Finance/Investors Services
FEIM,Frequency Electronics Inc. Common Stock,9390045,,Industrials,Electrical Products
FELE,Franklin Electric Co. Inc. Common Stock,46260817,,Consumer Discretionary,Metal Fabrications
FEMY,Femasys Inc. Common Stock,13190572,2021,Health Care,Medical/Dental Instruments
FEN,First Trust Energy Income and Growth Fund,0,2004,Finance,Finance/Investors Services
FENC,Fennec Pharmaceuticals Inc. Common Stock,26361399,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FENG,Phoenix New Media Limited American Depositary Shares each representing 48 Class A ordinary shares.,12131756,2011,Industrials,Broadcasting
FERG,Ferguson plc Ordinary Shares,204644800,2021,Miscellaneous,Miscellaneous
FET,Forum Energy Technologies Inc. Common Stock,10147500,2012,Industrials,Metal Fabrications
FEXD,Fintech Ecosystem Development Corp. Class A Common Stock,0,2022,Finance,Blank Checks
FEXDR,Fintech Ecosystem Development Corp. Right,0,2022,Finance,Blank Checks
FEXDW,Fintech Ecosystem Development Corp. Warrant,0,2022,Finance,Blank Checks
FF,FutureFuel Corp.  Common shares,43763242,,Industrials,Major Chemicals
FFA,First Trust Enhanced Equity Income Fund,0,2004,Finance,Investment Managers
FFBC,First Financial Bancorp. Common Stock,95124547,,Finance,Major Banks
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated,0,2003,Finance,Trusts Except Educational Religious and Charitable
FFIC,Flushing Financial Corporation Common Stock,28963936,,Finance,Major Banks
FFIE,Faraday Future Intelligent Electric Inc. Common Stock,1140721931,2020,Consumer Discretionary,Auto Manufacturing
FFIEW,Faraday Future Intelligent Electric Inc. Warrant,1140721923,2020,Consumer Discretionary,Auto Manufacturing
FFIN,First Financial Bankshares Inc. Common Stock,142741196,,Finance,Major Banks
FFIV,F5 Inc. Common Stock,59306422,1999,Technology,EDP Services
FFNW,First Financial Northwest Inc. Common Stock,9148085,2007,Finance,Banks
FFWM,First Foundation Inc. Common Stock,56443773,,Finance,Major Banks
FG,F&G Annuities & Life Inc. Common Stock,126379456,2022,Finance,Life Insurance
FGB,First Trust Specialty Finance and Financial Opportunities Fund,0,2007,Finance,Finance/Investors Services
FGBI,First Guaranty Bancshares Inc. Common Stock,11431082,,Finance,Savings Institutions
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,11431083,,Finance,Savings Institutions
FGEN,FibroGen Inc Common Stock,98210167,2014,Health Care,Biotechnology: Pharmaceutical Preparations
FGF,FG Financial Group Inc. Common Stock (NV),9394039,2014,Finance,Property-Casualty Insurers
FGFPP,FG Financial Group Inc. 8.00% Cumulative Preferred Stock,9394040,,Finance,Property-Casualty Insurers
FGH,FG Group Holdings Inc. Common Stock,19469648,,Consumer Discretionary,Industrial Machinery/Components
FGI,FGI Industries Ltd. Ordinary Shares,9500000,2022,Industrials,Industrial Specialties
FGIWW,FGI Industries Ltd. Warrant,9500000,2022,Industrials,Industrial Specialties
FGMC,FG Merger Corp. Common Stock,10157750,2022,Technology,Computer Software: Prepackaged Software
FGMCW,FG Merger Corp. Warrant,10157747,2022,Technology,Computer Software: Prepackaged Software
FHB,First Hawaiian Inc. Common Stock,127609610,2016,Finance,Major Banks
FHI,Federated Hermes Inc. Common Stock,88295116,,Finance,Investment Managers
FHLT,Future Health ESG Corp. Common stock,6591537,2021,Health Care,Medical/Nursing Services
FHLTW,Future Health ESG Corp. Warrant,0,2021,Health Care,Medical/Nursing Services
FHN,First Horizon Corporation Common Stock,558701883,,Finance,Major Banks
FHN^B,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series B,-1,,Miscellaneous,Miscellaneous
FHN^C,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series C,-1,,Miscellaneous,Miscellaneous
FHN^D,First Horizon Corporation Depositary Shares each representing a 1/400th interest in a share of Non-Cumulative Perpetual Preferred Stock Series D,-1,,Miscellaneous,Miscellaneous
FHN^E,First Horizon Corporation Depositary Shares each representing a 1/4000th interest in a share of Non-Cumulative Perpetual Preferred Stock Series E,-1,,Miscellaneous,Miscellaneous
FHN^F,First Horizon Corporation Depositary Shares each representing 1/4000th Interest in a Share of Non-Cumulative Perpetual Preferred Stock Series F,-1,,Miscellaneous,Miscellaneous
FHTX,Foghorn Therapeutics Inc. Common Stock,41862174,2020,Health Care, Medicinal Chemicals and Botanical Products 
FI,Fiserv Inc. Common Stock,617309915,,Consumer Discretionary,Business Services
FIAC,Focus Impact Acquisition Corp. Class A Common Stock,0,2021,Finance,Blank Checks
FIACW,Focus Impact Acquisition Corp. Warrant,0,2021,Finance,Blank Checks
FIBK,First Interstate BancSystem Inc. Common Stock (DE),105018308,2010,Finance,Major Banks
FICO,Fair Isaac Corproation Common Stock,24857214,,Consumer Discretionary,Business Services
FICVW,Frontier Investment Corp Warrants,0,2021,Finance,Blank Checks
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest,0,2011,Finance,Finance/Investors Services
FIGS,FIGS Inc. Class A Common Stock,168466493,2021,Consumer Discretionary,Apparel
FIHL,Fidelis Insurance Holdings Limited Common Shares,0,2023,Miscellaneous,Miscellaneous
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest,25062637,2019,Finance,Finance/Investors Services
FINV,FinVolution Group American Depositary Shares,282639354,2017,Finance,Finance: Consumer Services
FINW,FinWise Bancorp Common Stock,12988033,2021,Finance,Commercial Banks
FIP,FTAI Infrastructure Inc. Common Stock ,99470552,,Industrials,Consumer Electronics/Appliances
FIS,Fidelity National Information Services Inc. Common Stock,592465475,,Consumer Discretionary,Business Services
FISI,Financial Institutions Inc. Common Stock,15401800,1999,Finance,Major Banks
FITB,Fifth Third Bancorp Common Stock,680888756,,Finance,Major Banks
FITBI,Fifth Third Bancorp Depositary Shares,680888756,,Finance,Major Banks
FITBO,Fifth Third Bancorp Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock Series K,680888757,,Finance,Major Banks
FITBP,Fifth Third Bancorp Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock Series A,680888756,,Finance,Major Banks
FIVE,Five Below Inc. Common Stock,55507193,2012,Consumer Discretionary,Department/Specialty Retail Stores
FIVN,Five9 Inc. Common Stock,72212312,2014,Technology,EDP Services
FIX,Comfort Systems USA Inc. Common Stock,35769738,1997,Industrials,Engineering & Construction
FIXX,Homology Medicines Inc. Common Stock,57794766,2018,Health Care,Biotechnology: Pharmaceutical Preparations
FIZZ,National Beverage Corp. Common Stock,93352946,,Consumer Staples,Beverages (Production/Distribution)
FKWL,Franklin Wireless Corp. Common Stock,11784280,,Utilities,Telecommunications Equipment
FL,Foot Locker Inc.,93923900,,Consumer Discretionary,Clothing/Shoe/Accessory Stores
FLAG,First Light Acquisition Group Inc. Class A Common Stock,0,2021,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock,0,2003,Finance,Trusts Except Educational Religious and Charitable
FLEX,Flex Ltd. Ordinary Shares,446626959,1994,Technology,Electrical Products
FLFV,Feutune Light Acquisition Corporation Class A Common Stock,0,2022,Finance,Blank Checks
FLFVR,Feutune Light Acquisition Corporation Right,0,2022,Finance,Blank Checks
FLGC,Flora Growth Corp. Common Stock,6941980,2021,Health Care,Biotechnology: Pharmaceutical Preparations
FLGT,Fulgent Genetics Inc. Common Stock,29926846,2016,Health Care,Medical Specialities
FLIC,First of Long Island Corporation (The) Common Stock,22572765,,Finance,Major Banks
FLJ,FLJ Group Limited American Depositary Shares,172526136,2019,Finance,Real Estate
FLL,Full House Resorts Inc. Common Stock,34577687,,Consumer Discretionary,Hotels/Resorts
FLME,Flame Acquisition Corp. Class A Common Stock,0,2021,Energy,Oil & Gas Production
FLNC,Fluence Energy Inc. Class A Common Stock,175516998,2021,Miscellaneous,Industrial Machinery/Components
FLNG,FLEX LNG Ltd. Ordinary Shares,53680000,2019,Consumer Discretionary,Marine Transportation
FLNT,Fluent Inc. Common Stock,81040000,,Consumer Discretionary,Advertising
FLO,Flowers Foods Inc. Common Stock,211846490,,Consumer Staples,Packaged Foods
FLR,Fluor Corporation Common Stock,143368343,,Industrials,Military/Government/Technical
